"Group","bacteria","pathway"
"Group1","Staphylococcus epidermidis ATCC 12228","Fluorobenzoate degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Polycyclic aromatic hydrocarbon degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Isoquinoline alkaloid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Flavone and flavonol biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Ether lipid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Arachidonic acid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Linoleic acid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Steroid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Mannose type O-glycan biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Staphylococcus succinus 14BME20","Glycolysis / Gluconeogenesis"
"Group1","Staphylococcus succinus 14BME20","Citrate cycle (TCA cycle)"
"Group1","Staphylococcus succinus 14BME20","Pentose phosphate pathway"
"Group1","Staphylococcus succinus 14BME20","Pentose and glucuronate interconversions"
"Group1","Staphylococcus succinus 14BME20","Fructose and mannose metabolism"
"Group1","Staphylococcus succinus 14BME20","Galactose metabolism"
"Group1","Staphylococcus succinus 14BME20","Fatty acid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Oxidative phosphorylation"
"Group1","Staphylococcus succinus 14BME20","Photosynthesis"
"Group1","Staphylococcus succinus 14BME20","Arginine biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Purine metabolism"
"Group1","Staphylococcus succinus 14BME20","Pyrimidine metabolism"
"Group1","Staphylococcus succinus 14BME20","Alanine; aspartate and glutamate metabolism"
"Group1","Staphylococcus succinus 14BME20","Glycine; serine and threonine metabolism"
"Group1","Staphylococcus succinus 14BME20","Monobactam biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Cysteine and methionine metabolism"
"Group1","Staphylococcus succinus 14BME20","Valine; leucine and isoleucine degradation"
"Group1","Staphylococcus succinus 14BME20","Valine; leucine and isoleucine biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Lysine biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Lysine degradation"
"Group1","Staphylococcus succinus 14BME20","Arginine and proline metabolism"
"Group1","Staphylococcus succinus 14BME20","Carbapenem biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Histidine metabolism"
"Group1","Staphylococcus succinus 14BME20","Tyrosine metabolism"
"Group1","Staphylococcus succinus 14BME20","Phenylalanine metabolism"
"Group1","Staphylococcus succinus 14BME20","Tryptophan metabolism"
"Group1","Staphylococcus succinus 14BME20","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Novobiocin biosynthesis"
"Group1","Staphylococcus succinus 14BME20","beta-Alanine metabolism"
"Group1","Staphylococcus succinus 14BME20","Taurine and hypotaurine metabolism"
"Group1","Staphylococcus succinus 14BME20","Selenocompound metabolism"
"Group1","Staphylococcus succinus 14BME20","Cyanoamino acid metabolism"
"Group1","Staphylococcus succinus 14BME20","D-Amino acid metabolism"
"Group1","Staphylococcus succinus 14BME20","Glutathione metabolism"
"Group1","Staphylococcus succinus 14BME20","Starch and sucrose metabolism"
"Group1","Staphylococcus succinus 14BME20","Other glycan degradation"
"Group1","Staphylococcus succinus 14BME20","Amino sugar and nucleotide sugar metabolism"
"Group1","Staphylococcus succinus 14BME20","Streptomycin biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Polyketide sugar unit biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Acarbose and validamycin biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Glycosaminoglycan degradation"
"Group1","Staphylococcus succinus 14BME20","O-Antigen nucleotide sugar biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Peptidoglycan biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Glycerolipid metabolism"
"Group1","Staphylococcus succinus 14BME20","Inositol phosphate metabolism"
"Group1","Staphylococcus succinus 14BME20","Glycerophospholipid metabolism"
"Group1","Staphylococcus succinus 14BME20","Sphingolipid metabolism"
"Group1","Staphylococcus succinus 14BME20","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Staphylococcus succinus 14BME20","Pyruvate metabolism"
"Group1","Staphylococcus succinus 14BME20","Aminobenzoate degradation"
"Group1","Staphylococcus succinus 14BME20","Glyoxylate and dicarboxylate metabolism"
"Group1","Staphylococcus succinus 14BME20","Propanoate metabolism"
"Group1","Staphylococcus succinus 14BME20","Styrene degradation"
"Group1","Staphylococcus succinus 14BME20","Butanoate metabolism"
"Group1","Staphylococcus succinus 14BME20","C5-Branched dibasic acid metabolism"
"Group1","Staphylococcus succinus 14BME20","One carbon pool by folate"
"Group1","Staphylococcus succinus 14BME20","Methane metabolism"
"Group1","Staphylococcus succinus 14BME20","Carbon fixation in photosynthetic organisms"
"Group1","Staphylococcus succinus 14BME20","Carbon fixation pathways in prokaryotes"
"Group1","Staphylococcus succinus 14BME20","Thiamine metabolism"
"Group1","Staphylococcus succinus 14BME20","Riboflavin metabolism"
"Group1","Staphylococcus succinus 14BME20","Vitamin B6 metabolism"
"Group1","Staphylococcus succinus 14BME20","Nicotinate and nicotinamide metabolism"
"Group1","Staphylococcus succinus 14BME20","Pantothenate and CoA biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Biotin metabolism"
"Group1","Staphylococcus succinus 14BME20","Lipoic acid metabolism"
"Group1","Staphylococcus succinus 14BME20","Folate biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Porphyrin and chlorophyll metabolism"
"Group1","Staphylococcus succinus 14BME20","Terpenoid backbone biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Zeatin biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Nitrogen metabolism"
"Group1","Staphylococcus succinus 14BME20","Sulfur metabolism"
"Group1","Staphylococcus succinus 14BME20","Phenylpropanoid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Glucosinolate biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Aminoacyl-tRNA biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Drug metabolism - other enzymes"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of various secondary metabolites - part 3"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of ansamycins"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of vancomycin group antibiotics"
"Group1","Staphylococcus succinus 14BME20","Metabolic pathways"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of secondary metabolites"
"Group1","Staphylococcus succinus 14BME20","Microbial metabolism in diverse environments"
"Group1","Staphylococcus succinus 14BME20","Various types of N-glycan biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Lipopolysaccharide biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Staphylococcus succinus 14BME20","Ascorbate and aldarate metabolism"
"Group1","Staphylococcus succinus 14BME20","Fatty acid elongation"
"Group1","Staphylococcus succinus 14BME20","Fatty acid degradation"
"Group1","Staphylococcus succinus 14BME20","Geraniol degradation"
"Group1","Staphylococcus succinus 14BME20","Benzoate degradation"
"Group1","Staphylococcus succinus 14BME20","alpha-Linolenic acid metabolism"
"Group1","Staphylococcus succinus 14BME20","Dioxin degradation"
"Group1","Staphylococcus succinus 14BME20","Xylene degradation"
"Group1","Staphylococcus succinus 14BME20","Toluene degradation"
"Group1","Staphylococcus succinus 14BME20","Chloroalkane and chloroalkene degradation"
"Group1","Staphylococcus succinus 14BME20","Naphthalene degradation"
"Group1","Staphylococcus succinus 14BME20","Retinol metabolism"
"Group1","Staphylococcus succinus 14BME20","Caprolactam degradation"
"Group1","Staphylococcus succinus 14BME20","Metabolism of xenobiotics by cytochrome P450"
"Group1","Staphylococcus succinus 14BME20","Drug metabolism - cytochrome P450"
"Group1","Staphylococcus succinus 14BME20","Steroid hormone biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Phosphonate and phosphinate metabolism"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of various secondary metabolites - part 2"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Staphylococcus succinus 14BME20","Primary bile acid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Secondary bile acid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Phenazine biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Aflatoxin biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Human immunodeficiency virus 1 infection"
"Group1","Staphylococcus succinus 14BME20","Ethylbenzene degradation"
"Group1","Staphylococcus succinus 14BME20","Atrazine degradation"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of unsaturated fatty acids"
"Group1","Staphylococcus succinus 14BME20","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Staphylococcus succinus 14BME20","Limonene and pinene degradation"
"Group1","Staphylococcus succinus 14BME20","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Staphylococcus succinus 14BME20","Fluorobenzoate degradation"
"Group1","Staphylococcus succinus 14BME20","Polycyclic aromatic hydrocarbon degradation"
"Group1","Staphylococcus succinus 14BME20","Isoquinoline alkaloid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Flavone and flavonol biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Ether lipid metabolism"
"Group1","Staphylococcus succinus 14BME20","Arachidonic acid metabolism"
"Group1","Staphylococcus succinus 14BME20","Linoleic acid metabolism"
"Group1","Staphylococcus succinus 14BME20","Steroid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Mannose type O-glycan biosynthesis"
"Group1","Staphylococcus succinus 14BME20","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glycolysis / Gluconeogenesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Citrate cycle (TCA cycle)"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Pentose phosphate pathway"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Pentose and glucuronate interconversions"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Fructose and mannose metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Galactose metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Fatty acid biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Oxidative phosphorylation"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Photosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Arginine biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Purine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Pyrimidine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Alanine; aspartate and glutamate metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glycine; serine and threonine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Monobactam biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Cysteine and methionine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Valine; leucine and isoleucine degradation"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Valine; leucine and isoleucine biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Lysine biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Lysine degradation"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Arginine and proline metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Carbapenem biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Histidine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Tyrosine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Phenylalanine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Tryptophan metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Novobiocin biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","beta-Alanine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Taurine and hypotaurine metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Selenocompound metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Cyanoamino acid metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","D-Amino acid metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glutathione metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Starch and sucrose metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Other glycan degradation"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Amino sugar and nucleotide sugar metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Streptomycin biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Polyketide sugar unit biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Acarbose and validamycin biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glycosaminoglycan degradation"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","O-Antigen nucleotide sugar biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Peptidoglycan biosynthesis"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glycerolipid metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Inositol phosphate metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glycerophospholipid metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Sphingolipid metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Pyruvate metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Aminobenzoate degradation"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Glyoxylate and dicarboxylate metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Propanoate metabolism"
"Group1","Streptococcus oralis ATCC 35037 strain NCTC 11427","Styrene degradation"
