"Group","bacteria","pathway","genus"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Vitamin B6 metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Nicotinate and nicotinamide metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Pantothenate and CoA biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Biotin metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Lipoic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Folate biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Porphyrin and chlorophyll metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Terpenoid backbone biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Zeatin biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Nitrogen metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Sulfur metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Tropane; piperidine and pyridine alkaloid biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Glucosinolate biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Aminoacyl-tRNA biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Drug metabolism - other enzymes","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Biosynthesis of ansamycins","Bifidobacterium"
"Group2","Brevibacillus laterosporus DSM 25","Glycolysis / Gluconeogenesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Citrate cycle (TCA cycle)","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Pentose phosphate pathway","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Pentose and glucuronate interconversions","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Fructose and mannose metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Galactose metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Fatty acid biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Fatty acid degradation","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Ubiquinone and other terpenoid-quinone biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Oxidative phosphorylation","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Photosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Arginine biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Purine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Pyrimidine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Alanine; aspartate and glutamate metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Glycine; serine and threonine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Monobactam biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Cysteine and methionine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Valine; leucine and isoleucine degradation","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Valine; leucine and isoleucine biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Lysine biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Lysine degradation","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Arginine and proline metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Carbapenem biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Histidine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Tyrosine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Phenylalanine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Benzoate degradation","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Tryptophan metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Phenylalanine; tyrosine and tryptophan biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Novobiocin biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","beta-Alanine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Taurine and hypotaurine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Selenocompound metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","D-Amino acid metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Glutathione metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Starch and sucrose metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Amino sugar and nucleotide sugar metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","O-Antigen nucleotide sugar biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Peptidoglycan biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Glycerolipid metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Inositol phosphate metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Glycerophospholipid metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","alpha-Linolenic acid metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Pyruvate metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Aminobenzoate degradation","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Glyoxylate and dicarboxylate metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Propanoate metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Butanoate metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","C5-Branched dibasic acid metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","One carbon pool by folate","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Methane metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Carbon fixation in photosynthetic organisms","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Carbon fixation pathways in prokaryotes","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Thiamine metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Riboflavin metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Vitamin B6 metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Nicotinate and nicotinamide metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Pantothenate and CoA biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Biotin metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Lipoic acid metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Folate biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Porphyrin and chlorophyll metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Terpenoid backbone biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Zeatin biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Nitrogen metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Sulfur metabolism","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Tropane; piperidine and pyridine alkaloid biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Glucosinolate biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Aminoacyl-tRNA biosynthesis","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Drug metabolism - other enzymes","Brevibacillus"
"Group2","Brevibacillus laterosporus DSM 25","Biosynthesis of ansamycins","Brevibacillus"
"Group2","Caballeronia glathei BCC0772","Glycolysis / Gluconeogenesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Citrate cycle (TCA cycle)","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Pentose phosphate pathway","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Pentose and glucuronate interconversions","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Fructose and mannose metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Galactose metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Fatty acid biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Fatty acid degradation","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Ubiquinone and other terpenoid-quinone biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Oxidative phosphorylation","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Photosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Arginine biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Purine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Pyrimidine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Alanine; aspartate and glutamate metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Glycine; serine and threonine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Monobactam biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Cysteine and methionine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Valine; leucine and isoleucine degradation","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Valine; leucine and isoleucine biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Lysine biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Lysine degradation","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Arginine and proline metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Carbapenem biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Histidine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Tyrosine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Phenylalanine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Benzoate degradation","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Tryptophan metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Phenylalanine; tyrosine and tryptophan biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Novobiocin biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","beta-Alanine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Taurine and hypotaurine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Selenocompound metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","D-Amino acid metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Glutathione metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Starch and sucrose metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Amino sugar and nucleotide sugar metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","O-Antigen nucleotide sugar biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Peptidoglycan biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Glycerolipid metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Inositol phosphate metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Glycerophospholipid metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","alpha-Linolenic acid metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Pyruvate metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Aminobenzoate degradation","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Glyoxylate and dicarboxylate metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Propanoate metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Butanoate metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","C5-Branched dibasic acid metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","One carbon pool by folate","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Methane metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Carbon fixation in photosynthetic organisms","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Carbon fixation pathways in prokaryotes","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Thiamine metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Riboflavin metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Vitamin B6 metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Nicotinate and nicotinamide metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Pantothenate and CoA biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Biotin metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Lipoic acid metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Folate biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Porphyrin and chlorophyll metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Terpenoid backbone biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Zeatin biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Nitrogen metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Sulfur metabolism","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Tropane; piperidine and pyridine alkaloid biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Glucosinolate biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Aminoacyl-tRNA biosynthesis","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Drug metabolism - other enzymes","Caballeronia"
"Group2","Caballeronia glathei BCC0772","Biosynthesis of ansamycins","Caballeronia"
"Group2","Janthinobacterium lividum EIF1","Glycolysis / Gluconeogenesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Citrate cycle (TCA cycle)","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Pentose phosphate pathway","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Pentose and glucuronate interconversions","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Fructose and mannose metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Galactose metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Fatty acid biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Fatty acid degradation","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Ubiquinone and other terpenoid-quinone biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Oxidative phosphorylation","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Photosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Arginine biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Purine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Pyrimidine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Alanine; aspartate and glutamate metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Glycine; serine and threonine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Monobactam biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Cysteine and methionine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Valine; leucine and isoleucine degradation","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Valine; leucine and isoleucine biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Lysine biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Lysine degradation","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Arginine and proline metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Carbapenem biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Histidine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Tyrosine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Phenylalanine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Benzoate degradation","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Tryptophan metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Phenylalanine; tyrosine and tryptophan biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Novobiocin biosynthesis","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","beta-Alanine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Taurine and hypotaurine metabolism","Janthinobacterium"
"Group2","Janthinobacterium lividum EIF1","Selenocompound metabolism","Janthinobacterium"
